DATE,CLOCK,DB,HANDLER,TESTFOR,CLF,METRIC,VALUE
091616,1474062104.544263,school1,LACE1,school2,linear regression,RMSE,2.6054741153651912
091616,1474062104.549312,school1,LACE2,school2,linear regression,MAE,2.2395072070927546
091616,1474062104.553727,school1,LACE1,school2,decision tree,RMSE,2.6514919600500546
091616,1474062104.559446,school1,LACE2,school2,decision tree,MAE,2.1170212765957448
091616,1474062104.562597,school1,LACE1,school3,linear regression,RMSE,2.3164772409724779
091616,1474062104.566784,school1,LACE2,school3,linear regression,MAE,1.4759506771458892
091616,1474062104.570333,school1,LACE1,school3,decision tree,RMSE,1.8508707801934565
091616,1474062104.574527,school1,LACE2,school3,decision tree,MAE,2.5294117647058822
091616,1474062104.578527,school2,LACE1,school0,linear regression,RMSE,3.813413378145432
091616,1474062104.583099,school2,LACE2,school0,linear regression,MAE,3.0373177240577625
091616,1474062104.587914,school2,LACE1,school0,decision tree,RMSE,3.3184007378724436
091616,1474062104.592247,school2,LACE2,school0,decision tree,MAE,3.2028985507246377
091616,1474062104.597683,school2,LACE1,school1,linear regression,RMSE,2.735367805270144
091616,1474062104.60252,school2,LACE2,school1,linear regression,MAE,1.8006481424286747
091616,1474062104.607546,school2,LACE1,school1,decision tree,RMSE,2.3287271267552292
091616,1474062104.612751,school2,LACE2,school1,decision tree,MAE,2.3918918918918921
091616,1474062104.617791,school2,LACE1,school2,linear regression,RMSE,1.8203034950892718
091616,1474062104.622624,school2,LACE2,school2,linear regression,MAE,1.5904796368202549
091616,1474062104.628,school2,LACE1,school2,decision tree,RMSE,1.9642543127353893
091616,1474062104.632776,school2,LACE2,school2,decision tree,MAE,2.1914893617021276
091616,1474062104.63635,school2,LACE1,school3,linear regression,RMSE,3.5751553476501821
091616,1474062104.639683,school2,LACE2,school3,linear regression,MAE,2.1791564903022338
091616,1474062104.64326,school2,LACE1,school3,decision tree,RMSE,2.7247011783766304
091616,1474062104.646676,school2,LACE2,school3,decision tree,MAE,3.1176470588235294
091616,1474062104.6494,school3,LACE1,school0,linear regression,RMSE,1.6195376496098142
091616,1474062104.654621,school3,LACE2,school0,linear regression,MAE,1.0732679778604004
091616,1474062104.657269,school3,LACE1,school0,decision tree,RMSE,1.4179535063686552
091616,1474062104.662562,school3,LACE2,school0,decision tree,MAE,1.6086956521739131
091616,1474062104.665446,school3,LACE1,school1,linear regression,RMSE,2.117260682748118
091616,1474062104.670175,school3,LACE2,school1,linear regression,MAE,1.8254110611787284
091616,1474062104.673019,school3,LACE1,school1,decision tree,RMSE,2.1532165582113292
091616,1474062104.677942,school3,LACE2,school1,decision tree,MAE,2.0405405405405403
091616,1474062104.681408,school3,LACE1,school2,linear regression,RMSE,3.125077717790556
091616,1474062104.686328,school3,LACE2,school2,linear regression,MAE,2.8094013622837877
091616,1474062104.68943,school3,LACE1,school2,decision tree,RMSE,3.2658317024475432
091616,1474062104.694817,school3,LACE2,school2,decision tree,MAE,2.8936170212765959
091616,1474062104.696885,school3,LACE1,school3,linear regression,RMSE,1.9716160006512295
091616,1474062104.700826,school3,LACE2,school3,linear regression,MAE,1.2324163835711772
091616,1474062104.70288,school3,LACE1,school3,decision tree,RMSE,1.6688646714444575
091616,1474062104.707164,school3,LACE2,school3,decision tree,MAE,1.3235294117647058
091616,1474062105.521607,school0,LACE1,school0,linear regression,RMSE,1.2359070539226018
091616,1474062105.525705,school0,LACE2,school0,linear regression,MAE,1.0614095724452179
091616,1474062105.529478,school0,LACE1,school0,decision tree,RMSE,1.3289448054838109
091616,1474062105.533752,school0,LACE2,school0,decision tree,MAE,1.3623188405797102
091616,1474062105.537552,school0,LACE1,school1,linear regression,RMSE,2.4330171753189891
091616,1474062105.542053,school0,LACE2,school1,linear regression,MAE,1.9025902414339759
091616,1474062105.546495,school0,LACE1,school1,decision tree,RMSE,2.2727530533866633
091616,1474062105.551215,school0,LACE2,school1,decision tree,MAE,1.9324324324324325
091616,1474062105.555508,school0,LACE1,school2,linear regression,RMSE,3.6006105356092513
091616,1474062105.560048,school0,LACE2,school2,linear regression,MAE,2.7224700662024608
091616,1474062105.564498,school0,LACE1,school2,decision tree,RMSE,3.1989082496379746
091616,1474062105.569646,school0,LACE2,school2,decision tree,MAE,2.4893617021276597
091616,1474062105.572492,school0,LACE1,school3,linear regression,RMSE,1.7880492220394562
091616,1474062105.575719,school0,LACE2,school3,linear regression,MAE,1.3363147586680042
091616,1474062105.578738,school0,LACE1,school3,decision tree,RMSE,1.7409428180699662
091616,1474062105.582202,school0,LACE2,school3,decision tree,MAE,1.6764705882352942
091616,1474062105.585811,school1,LACE1,school0,linear regression,RMSE,2.1338368504907899
091616,1474062105.589602,school1,LACE2,school0,linear regression,MAE,1.7633996954168276
091616,1474062105.594025,school1,LACE1,school0,decision tree,RMSE,2.1635789078121035
091616,1474062105.598284,school1,LACE2,school0,decision tree,MAE,2.1739130434782608
091616,1474062105.602105,school1,LACE1,school1,linear regression,RMSE,1.9384113333665143
091616,1474062105.606619,school1,LACE2,school1,linear regression,MAE,1.5424705949578397
091616,1474062105.611099,school1,LACE1,school1,decision tree,RMSE,1.9334659294409287
091616,1474062105.615398,school1,LACE2,school1,decision tree,MAE,1.9864864864864864
091616,1474062105.61973,school1,LACE1,school2,linear regression,RMSE,2.5268352872719477
091616,1474062105.623815,school1,LACE2,school2,linear regression,MAE,2.1625484969691779
091616,1474062105.627856,school1,LACE1,school2,decision tree,RMSE,2.6748844042154483
091616,1474062105.632326,school1,LACE2,school2,decision tree,MAE,2.3617021276595747
091616,1474062105.635492,school1,LACE1,school3,linear regression,RMSE,2.3679224256787577
091616,1474062105.638568,school1,LACE2,school3,linear regression,MAE,1.7582497780610291
091616,1474062105.642633,school1,LACE1,school3,decision tree,RMSE,2.1738655125448361
091616,1474062105.646856,school1,LACE2,school3,decision tree,MAE,2.5294117647058822
091616,1474062105.651576,school2,LACE1,school0,linear regression,RMSE,3.2297587359525832
091616,1474062105.657652,school2,LACE2,school0,linear regression,MAE,3.1696420718511882
091616,1474062105.662535,school2,LACE1,school0,decision tree,RMSE,3.4786581022439944
091616,1474062105.66751,school2,LACE2,school0,decision tree,MAE,2.9275362318840581
091616,1474062105.672249,school2,LACE1,school1,linear regression,RMSE,2.3801140535320839
091616,1474062105.676988,school2,LACE2,school1,linear regression,MAE,1.8859763063842734
091616,1474062105.681775,school2,LACE1,school1,decision tree,RMSE,2.5334909377572887
091616,1474062105.687647,school2,LACE2,school1,decision tree,MAE,2.3378378378378377
091616,1474062105.69255,school2,LACE1,school2,linear regression,RMSE,1.8853541987942206
091616,1474062105.697545,school2,LACE2,school2,linear regression,MAE,1.4261549386871699
091616,1474062105.702468,school2,LACE1,school2,decision tree,RMSE,1.8102739791039124
091616,1474062105.708417,school2,LACE2,school2,decision tree,MAE,1.8617021276595744
091616,1474062105.712327,school2,LACE1,school3,linear regression,RMSE,3.1965272671148193
091616,1474062105.716387,school2,LACE2,school3,linear regression,MAE,2.5949288930522139
091616,1474062105.720136,school2,LACE1,school3,decision tree,RMSE,3.2426467590492627
091616,1474062105.724265,school2,LACE2,school3,decision tree,MAE,3.4117647058823528
091616,1474062105.727288,school3,LACE1,school0,linear regression,RMSE,1.4649519158391515
091616,1474062105.732459,school3,LACE2,school0,linear regression,MAE,1.1420307433186208
091616,1474062105.735392,school3,LACE1,school0,decision tree,RMSE,1.4268393429985009
091616,1474062105.740551,school3,LACE2,school0,decision tree,MAE,1.6231884057971016
091616,1474062105.743671,school3,LACE1,school1,linear regression,RMSE,2.2186395300407282
091616,1474062105.748831,school3,LACE2,school1,linear regression,MAE,1.8655685971645881
091616,1474062105.751661,school3,LACE1,school1,decision tree,RMSE,2.1774523364836611
091616,1474062105.756655,school3,LACE2,school1,decision tree,MAE,2.2702702702702702
091616,1474062105.760616,school3,LACE1,school2,linear regression,RMSE,3.5558096210262211
091616,1474062105.765877,school3,LACE2,school2,linear regression,MAE,2.7203316982760004
091616,1474062105.769028,school3,LACE1,school2,decision tree,RMSE,3.2003434662202679
091616,1474062105.775387,school3,LACE2,school2,decision tree,MAE,3.2765957446808511
091616,1474062105.777789,school3,LACE1,school3,linear regression,RMSE,1.8878703762616693
091616,1474062105.781878,school3,LACE2,school3,linear regression,MAE,1.1825420733911856
091616,1474062105.783882,school3,LACE1,school3,decision tree,RMSE,1.6249929670707648
091616,1474062105.788091,school3,LACE2,school3,decision tree,MAE,1.1470588235294117
091616,1474062106.589798,school0,LACE1,school0,linear regression,RMSE,1.2504418274676845
091616,1474062106.593974,school0,LACE2,school0,linear regression,MAE,1.0314228402530576
091616,1474062106.597641,school0,LACE1,school0,decision tree,RMSE,1.32472903800063
091616,1474062106.60192,school0,LACE2,school0,decision tree,MAE,1.536231884057971
091616,1474062106.605681,school0,LACE1,school1,linear regression,RMSE,2.5066215441602626
091616,1474062106.609694,school0,LACE2,school1,linear regression,MAE,1.9659632515152519
091616,1474062106.613746,school0,LACE1,school1,decision tree,RMSE,2.3159439565482729
091616,1474062106.618264,school0,LACE2,school1,decision tree,MAE,2.2702702702702702
091616,1474062106.62244,school0,LACE1,school2,linear regression,RMSE,3.404531330644589
091616,1474062106.626782,school0,LACE2,school2,linear regression,MAE,2.5626285833957874
091616,1474062106.631618,school0,LACE1,school2,decision tree,RMSE,3.0945710412275536
091616,1474062106.63753,school0,LACE2,school2,decision tree,MAE,2.6382978723404253
091616,1474062106.640927,school0,LACE1,school3,linear regression,RMSE,1.6654203846024453
091616,1474062106.644587,school0,LACE2,school3,linear regression,MAE,1.430190850250137
091616,1474062106.647597,school0,LACE1,school3,decision tree,RMSE,1.7928945345911278
091616,1474062106.651123,school0,LACE2,school3,decision tree,MAE,2.0882352941176472
091616,1474062106.654658,school1,LACE1,school0,linear regression,RMSE,2.2120505614078758
091616,1474062106.658739,school1,LACE2,school0,linear regression,MAE,1.6174546160839751
091616,1474062106.662435,school1,LACE1,school0,decision tree,RMSE,1.985153540364911
091616,1474062106.667072,school1,LACE2,school0,decision tree,MAE,2.2463768115942031
091616,1474062106.671081,school1,LACE1,school1,linear regression,RMSE,1.9485272963062532
091616,1474062106.675366,school1,LACE2,school1,linear regression,MAE,1.4696091879811506
091616,1474062106.679405,school1,LACE1,school1,decision tree,RMSE,1.9227261681686154
091616,1474062106.685442,school1,LACE2,school1,decision tree,MAE,2.189189189189189
091616,1474062106.689732,school1,LACE1,school2,linear regression,RMSE,2.6066684250266769
091616,1474062106.694236,school1,LACE2,school2,linear regression,MAE,2.0624504126668342
091616,1474062106.698442,school1,LACE1,school2,decision tree,RMSE,2.5198413305419223
091616,1474062106.703594,school1,LACE2,school2,decision tree,MAE,2.7872340425531914
091616,1474062106.706758,school1,LACE1,school3,linear regression,RMSE,2.3171910740052408
091616,1474062106.710803,school1,LACE2,school3,linear regression,MAE,1.661586861148924
091616,1474062106.713971,school1,LACE1,school3,decision tree,RMSE,2.2579131253694742
091616,1474062106.71863,school1,LACE2,school3,decision tree,MAE,2.0
091616,1474062106.723463,school2,LACE1,school0,linear regression,RMSE,3.2860505701624891
091616,1474062106.728601,school2,LACE2,school0,linear regression,MAE,2.7163701626969976
091616,1474062106.732885,school2,LACE1,school0,decision tree,RMSE,3.0409511178630813
091616,1474062106.738389,school2,LACE2,school0,decision tree,MAE,3.0724637681159419
091616,1474062106.742889,school2,LACE1,school1,linear regression,RMSE,2.3884510447245475
091616,1474062106.748586,school2,LACE2,school1,linear regression,MAE,1.6840472226628291
091616,1474062106.753345,school2,LACE1,school1,decision tree,RMSE,2.3107800735600268
091616,1474062106.759033,school2,LACE2,school1,decision tree,MAE,2.0675675675675675
091616,1474062106.763964,school2,LACE1,school2,linear regression,RMSE,1.8482708033432584
091616,1474062106.769127,school2,LACE2,school2,linear regression,MAE,1.4283113393429117
091616,1474062106.774033,school2,LACE1,school2,decision tree,RMSE,1.8201795695076031
091616,1474062106.779369,school2,LACE2,school2,decision tree,MAE,1.9574468085106382
091616,1474062106.782772,school2,LACE1,school3,linear regression,RMSE,3.1369268601833409
091616,1474062106.786679,school2,LACE2,school3,linear regression,MAE,2.4396898017943842
091616,1474062106.790238,school2,LACE1,school3,decision tree,RMSE,3.123671751769769
091616,1474062106.794892,school2,LACE2,school3,decision tree,MAE,3.2058823529411766
091616,1474062106.797706,school3,LACE1,school0,linear regression,RMSE,1.5103217266264564
091616,1474062106.801265,school3,LACE2,school0,linear regression,MAE,0.97400804944528685
091616,1474062106.803955,school3,LACE1,school0,decision tree,RMSE,1.2501134763143578
091616,1474062106.807829,school3,LACE2,school0,decision tree,MAE,1.3768115942028984
091616,1474062106.810711,school3,LACE1,school1,linear regression,RMSE,2.1983908862942534
091616,1474062106.81443,school3,LACE2,school1,linear regression,MAE,2.0517022580331825
091616,1474062106.817173,school3,LACE1,school1,decision tree,RMSE,2.3832705053826517
091616,1474062106.821119,school3,LACE2,school1,decision tree,MAE,2.4324324324324325
091616,1474062106.824209,school3,LACE1,school2,linear regression,RMSE,3.1185489168688019
091616,1474062106.828274,school3,LACE2,school2,linear regression,MAE,3.1678234680719295
091616,1474062106.831443,school3,LACE1,school2,decision tree,RMSE,3.6028356208440369
091616,1474062106.835731,school3,LACE2,school2,decision tree,MAE,3.5106382978723403
091616,1474062106.838215,school3,LACE1,school3,linear regression,RMSE,1.9890235838516244
091616,1474062106.84158,school3,LACE2,school3,linear regression,MAE,1.2136141992523601
091616,1474062106.843692,school3,LACE1,school3,decision tree,RMSE,1.6027945335113958
091616,1474062106.846959,school3,LACE2,school3,decision tree,MAE,1.3823529411764706
091616,1474062107.651912,school0,LACE1,school0,linear regression,RMSE,1.3073079490537318
091616,1474062107.656062,school0,LACE2,school0,linear regression,MAE,1.0895975595494956
091616,1474062107.659851,school0,LACE1,school0,decision tree,RMSE,1.3560897893811905
091616,1474062107.664413,school0,LACE2,school0,decision tree,MAE,1.3043478260869565
091616,1474062107.668192,school0,LACE1,school1,linear regression,RMSE,2.3669911244216264
091616,1474062107.672957,school0,LACE2,school1,linear regression,MAE,1.9588043608823851
091616,1474062107.676505,school0,LACE1,school1,decision tree,RMSE,2.3040418227009791
091616,1474062107.681061,school0,LACE2,school1,decision tree,MAE,2.4864864864864864
091616,1474062107.685109,school0,LACE1,school2,linear regression,RMSE,3.3476382920648353
091616,1474062107.689955,school0,LACE2,school2,linear regression,MAE,2.8078569470893204
091616,1474062107.693951,school0,LACE1,school2,decision tree,RMSE,3.3018841136153267
091616,1474062107.698883,school0,LACE2,school2,decision tree,MAE,2.9574468085106385
091616,1474062107.701786,school0,LACE1,school3,linear regression,RMSE,1.8249833580370685
091616,1474062107.705403,school0,LACE2,school3,linear regression,MAE,1.4303299393292306
091616,1474062107.708398,school0,LACE1,school3,decision tree,RMSE,1.7493316292930967
091616,1474062107.712396,school0,LACE2,school3,decision tree,MAE,1.588235294117647
091616,1474062107.716117,school1,LACE1,school0,linear regression,RMSE,2.7620713776912051
091616,1474062107.72027,school1,LACE2,school0,linear regression,MAE,1.6511146942434876
091616,1474062107.724231,school1,LACE1,school0,decision tree,RMSE,2.0411351774178135
091616,1474062107.728557,school1,LACE2,school0,decision tree,MAE,2.5652173913043477
091616,1474062107.732359,school1,LACE1,school1,linear regression,RMSE,2.1620422568460165
091616,1474062107.736495,school1,LACE2,school1,linear regression,MAE,1.4929402560640768
091616,1474062107.740728,school1,LACE1,school1,decision tree,RMSE,2.0387309027083464
091616,1474062107.745076,school1,LACE2,school1,decision tree,MAE,2.0810810810810811
091616,1474062107.749251,school1,LACE1,school2,linear regression,RMSE,2.6592035583263045
091616,1474062107.753885,school1,LACE2,school2,linear regression,MAE,2.0763027421366074
091616,1474062107.75821,school1,LACE1,school2,decision tree,RMSE,2.6117474601179707
091616,1474062107.763941,school1,LACE2,school2,decision tree,MAE,2.2446808510638299
091616,1474062107.767442,school1,LACE1,school3,linear regression,RMSE,2.8631870031395033
091616,1474062107.771138,school1,LACE2,school3,linear regression,MAE,1.9309261187901603
091616,1474062107.774245,school1,LACE1,school3,decision tree,RMSE,2.4310889650758418
091616,1474062107.77777,school1,LACE2,school3,decision tree,MAE,2.6176470588235294
091616,1474062107.781788,school2,LACE1,school0,linear regression,RMSE,3.4003547637582243
091616,1474062107.786308,school2,LACE2,school0,linear regression,MAE,3.0114812416627004
091616,1474062107.791228,school2,LACE1,school0,decision tree,RMSE,3.2969759139177897
091616,1474062107.796451,school2,LACE2,school0,decision tree,MAE,3.36231884057971
091616,1474062107.800708,school2,LACE1,school1,linear regression,RMSE,2.4150957637008088
091616,1474062107.805465,school2,LACE2,school1,linear regression,MAE,1.7668286744472703
091616,1474062107.810076,school2,LACE1,school1,decision tree,RMSE,2.345029533762121
091616,1474062107.814797,school2,LACE2,school1,decision tree,MAE,2.3243243243243241
091616,1474062107.819389,school2,LACE1,school2,linear regression,RMSE,1.8061088590153036
091616,1474062107.824399,school2,LACE2,school2,linear regression,MAE,1.4977189603775307
091616,1474062107.829421,school2,LACE1,school2,decision tree,RMSE,1.9060737984456853
091616,1474062107.834909,school2,LACE2,school2,decision tree,MAE,1.8617021276595744
091616,1474062107.838857,school2,LACE1,school3,linear regression,RMSE,3.177948039957514
091616,1474062107.842967,school2,LACE2,school3,linear regression,MAE,2.2449416855189663
091616,1474062107.846659,school2,LACE1,school3,decision tree,RMSE,2.8353356800132778
091616,1474062107.850974,school2,LACE2,school3,decision tree,MAE,2.8823529411764706
091616,1474062107.85408,school3,LACE1,school0,linear regression,RMSE,1.438710092417278
091616,1474062107.857851,school3,LACE2,school0,linear regression,MAE,1.2548044679674208
091616,1474062107.860502,school3,LACE1,school0,decision tree,RMSE,1.5992009054471983
091616,1474062107.864207,school3,LACE2,school0,decision tree,MAE,1.7681159420289856
091616,1474062107.867133,school3,LACE1,school1,linear regression,RMSE,2.3417493697295617
091616,1474062107.871044,school3,LACE2,school1,linear regression,MAE,1.8241575754230743
091616,1474062107.873735,school3,LACE1,school1,decision tree,RMSE,2.1457823263431028
091616,1474062107.877698,school3,LACE2,school1,decision tree,MAE,2.189189189189189
091616,1474062107.880977,school3,LACE1,school2,linear regression,RMSE,3.2570953458951188
091616,1474062107.885311,school3,LACE2,school2,linear regression,MAE,2.8284073726670305
091616,1474062107.888958,school3,LACE1,school2,decision tree,RMSE,3.3356831626988219
091616,1474062107.893252,school3,LACE2,school2,decision tree,MAE,2.8936170212765959
091616,1474062107.895333,school3,LACE1,school3,linear regression,RMSE,1.8131203899465447
091616,1474062107.898395,school3,LACE2,school3,linear regression,MAE,1.2156145321467569
091616,1474062107.90049,school3,LACE1,school3,decision tree,RMSE,1.6346424337547905
091616,1474062107.903746,school3,LACE2,school3,decision tree,MAE,1.3823529411764706
091616,1474062108.702636,school0,LACE1,school0,linear regression,RMSE,1.2242246576016211
091616,1474062108.706843,school0,LACE2,school0,linear regression,MAE,1.1027078979128904
091616,1474062108.710491,school0,LACE1,school0,decision tree,RMSE,1.3771753971209362
091616,1474062108.714835,school0,LACE2,school0,decision tree,MAE,1.2463768115942029
091616,1474062108.718551,school0,LACE1,school1,linear regression,RMSE,2.3797545389551846
091616,1474062108.723463,school0,LACE2,school1,linear regression,MAE,1.9328564116849547
091616,1474062108.72735,school0,LACE1,school1,decision tree,RMSE,2.3147800947342247
091616,1474062108.731644,school0,LACE2,school1,decision tree,MAE,2.2432432432432434
091616,1474062108.735766,school0,LACE1,school2,linear regression,RMSE,3.4639083768733263
091616,1474062108.740727,school0,LACE2,school2,linear regression,MAE,2.7179771765524778
091616,1474062108.745276,school0,LACE1,school2,decision tree,RMSE,3.2380088012930761
091616,1474062108.751261,school0,LACE2,school2,decision tree,MAE,3.2021276595744679
091616,1474062108.754555,school0,LACE1,school3,linear regression,RMSE,1.7734361770776166
091616,1474062108.758624,school0,LACE2,school3,linear regression,MAE,1.4548781131285724
091616,1474062108.761776,school0,LACE1,school3,decision tree,RMSE,1.8208744767891363
091616,1474062108.766166,school0,LACE2,school3,decision tree,MAE,1.9705882352941178
091616,1474062108.770312,school1,LACE1,school0,linear regression,RMSE,2.1120781376685107
091616,1474062108.774168,school1,LACE2,school0,linear regression,MAE,1.4856412936900656
091616,1474062108.778109,school1,LACE1,school0,decision tree,RMSE,1.8397558379391912
091616,1474062108.781881,school1,LACE2,school0,decision tree,MAE,2.0289855072463769
091616,1474062108.785961,school1,LACE1,school1,linear regression,RMSE,1.9378348571781217
091616,1474062108.790066,school1,LACE2,school1,linear regression,MAE,1.4997647265213505
091616,1474062108.793889,school1,LACE1,school1,decision tree,RMSE,1.8925139457163183
091616,1474062108.797777,school1,LACE2,school1,decision tree,MAE,1.9324324324324325
