ADM_RATE,SAT_AVG,TUITFTE,RET_FT4,PCTFLOAN,PCTPELL,DEBT_MDN,C150_4,CDR3,mn_earn_wne_p7
0.7116,973,5392,0.658,0.512,0.3851,13450.5,0.2597,0.134,0
0.932,1005,7032,0.6837,0.2279,0.3143,12000,0.4242,0.055,0
0.4168,890,6458,0.6523,0.7236,0.5034,15000,0.3717,0.141,0
0.625,841,21945,0.5249,0.8011,0.4955,14250,0.2178,0.164,0
0.666,812,9477,0.6298,0.9369,0.7762,18750,0.5505,0.168,0
0.2732,802,9451,0.509,0.8214,0.841,11351,0.2,0.258,0
0.4847,863,7156,0.4717,0.6554,0.6292,5500,0.3889,0.072,0
0.6377,922,12442,0.5248,0.6244,0.4504,9500,0.3333,0.167,0
0.709,897,2104,0.604,0.4247,0.4609,8198.5,0.1581,0.144,0
0.6998,997,4637,0.6736,0.5742,0.434,12750,0.343,0.083,0
0.5137,896,5603,0.597,0.6191,0.4574,10250,0.1867,0.127,0
0.568,880,16788,0.6506,0.8796,0.7078,20000,0.3893,0.124,0
0.477,939,4628,0.7273,0.6983,0.5781,18997,0.2671,0.093,0
0.8221,940,2420,0.5735,0.4854,0.5133,7711,0.1737,0.201,0
0.5543,984,5949,0.6648,0.607,0.4559,14750,0.3012,0.114,0
0.4783,935,8333,0.6406,0.6385,0.5106,14335,0.4571,0.173,0
0.3273,830,2973,0.5858,0.8818,0.7652,19000,0.3017,0.242,0
0.6803,950,4347,0.6497,0.5809,0.4773,14500,0.3582,0.087,0
0.5837,995,13383,0.6111,0.7986,0.452,18686.5,0.375,0.071,0
0.4377,778,11414,0.6763,0.8841,0.7706,15150,0.2093,0.251,0
0.5353,946,8779,0.4843,0.8442,0.5914,19500,0.4776,0.056,0
0.514,1013,10742,0.6012,0.5408,0.4796,9500,0.2821,0.083,0
0.8299,847,2937,0.7024,0.857,0.7396,17126,0.2908,0.206,0
0.8064,939,7499,0.6402,0.3114,0.227,9960,0.284,0.13,0
0.5365,980,8213,0.614,0.6239,0.3839,10500,0.2928,0.056,0
0.6012,1005,12505,0.4375,0.8341,0.5038,16595.5,0.2992,0.149,0
0.5067,980,9351,0.487,0.7025,0.4982,12000,0.4255,0.118,0
1,977,10490,0.66,0.6616,0.6212,10250,0.5319,0.09,0
0.2865,892,8139,0.5361,0.8495,0.6873,20862.5,0.207,0.138,0
0.6875,996,13726,0.6712,0.7496,0.5156,18012,0.4667,0.083,0
0.8747,850,9803,0.425,0.7102,0.5998,9500,0.3676,0.097,0
0.7488,964,13222,0.6712,0.8336,0.5824,18000,0.384,0.16,0
0.5981,890,6847,0.61,0.3355,0.4823,11643.5,0.2034,0.067,0
0.8859,1048,9165,0.6718,0.717,0.4315,14000,0.5043,0.085,0
0.4097,1029,13521,0.581,0.9234,0.5272,18750,0.3947,0.085,0
0.9372,1049,11132,0.6943,0.8743,0.4805,20422,0.4545,0.078,0
0.5381,943,4719,0.6749,0.4334,0.3606,13336,0.2348,0.21,0
0.7003,962,5333,0.6346,0.4083,0.3369,14000,0.258,0.152,0
0.6063,975,6683,0.6876,0.4291,0.3262,16000,0.3131,0.146,0
0.6934,1004,4864,0.6879,0.542,0.3231,13500,0.3954,0.096,0
0.5882,956,7119,0.6412,0.7313,0.3909,15750,0.3906,0.164,0
0.5045,970,7609,0.6261,0.7411,0.6166,8821,0.5,0.096,0
0.866,1014,10118,0.5747,0.8105,0.4314,15000,0.4925,0.082,0
0.4502,990,7142,0.6281,0.6727,0.5839,6700,0.3164,0.116,0
0.45,1010,11572,0.5706,0.832,0.5006,12146.5,0.2979,0.128,0
0.6844,985,8816,0.6884,0.4725,0.3799,12000,0.4377,0.168,0
0.6002,1009,5757,0.7149,0.5983,0.4278,14921.5,0.3888,0.128,0
0.5136,976,8501,0.5327,0.8049,0.4948,9500,0.3865,0.119,0
0.3774,860,7858,0.5167,0.679,0.5945,14750,0.1797,0.286,0
0.671,1019,5630,0.6497,0.9071,0.472,14000,0.3786,0.105,0
0.7416,1007,10953,0.5613,0.7964,0.58,12250,0.3418,0.132,0
1,909,15184,0.5217,0.7168,0.4762,9500,0.309,0.125,0
0.7127,1019,8642,0.5163,0.581,0.4437,9500,0.4345,0.087,0
0.9232,1009,7278,0.7178,0.5413,0.3934,15000,0.4368,0.137,0
0.4363,863,4270,0.689,0.8446,0.7346,23750,0.3167,0.162,0
0.6074,950,4173,0.5357,0.371,0.4093,9000,0.138,0.122,0
0.8694,1030,4893,0.6812,0.4958,0.3935,11555,0.4126,0.086,0
0.84,1007,5198,0.7182,0.4878,0.4023,14000,0.3739,0.126,0
0.448,1030,4439,0.6328,0.3998,0.3334,11670,0.3582,0.087,0
0.4888,808,8167,0.5233,0.6803,0.6273,18442,0.1119,0.151,0
0.5036,1072,7042,0.6748,0.3476,0.3202,11750,0.3214,0.09,0
0.6273,825,12333,0.5597,0.6564,0.5754,9320.5,0.3891,0.153,0
0.6411,760,11893,0.6234,0.7098,0.6562,25000,0.3353,0.283,0
0.355,880,1347,0.6118,0.6943,0.5964,12250,0.1387,0.225,0
0.5757,893,5394,0.7207,0.8105,0.6152,22907,0.3375,0.23,0
0.5502,871,4159,0.678,0.6948,0.5506,18071,0.3246,0.171,0
0.6293,908,6008,0.5918,0.4269,0.3216,11500,0.4273,0.146,0
0.854,937,4444,0.6585,0.4357,0.4086,11780,0.3091,0.198,0
0.828,1003,9033,0.6695,0.5807,0.3636,17000,0.3356,0.068,0
0.5628,1007,13466,0.5811,0.8015,0.4368,14250,0.5445,0.077,0
0.5374,1010,13164,0.6184,0.8772,0.4269,12000,0.3723,0.0755,0
0.6398,1011,9158,0.7381,0.7528,0.447,19114.5,0.3844,0.129,0
0.9378,780,8747,0.6692,0.8721,0.7044,16750,0.2931,0.067,0
0.5148,927,12367,0.6397,0.8011,0.457,19000,0.4341,0.121,0
0.6678,990,4881,0.672,0.594,0.3557,13500,0.4758,0.085,0
0.9728,990,3721,0.6614,0.6786,0.6068,11500,0.3708,0.158,0
0.2218,920,6158,0.436,0.6479,0.4636,10500,0.2494,0.1,0
0.6756,1047,11884,0.6715,0.8529,0.5929,16416,0.5856,0.084,0
0.8291,851,4029,0.6838,0.8872,0.7918,19696.5,0.3463,0.158,0
0.4842,1033,8025,0.6,0.7219,0.5109,19500,0.3983,0.056,0
0.8941,950,5429,0.6614,0.5628,0.4927,12500,0.3543,0.121,0
0.2272,825,3148,0.5296,0.7721,0.69,20969,0.2598,0.159,0
0.1386,666,8204,0.6273,0.8983,0.8758,9000,0.2019,0.237,0
0.3551,864,7470,0.6996,0.8179,0.8498,23537,0.495,0.184,0
1,925,5163,0.5922,0.6187,0.4913,10500,0.3656,0.127,0
0.6759,977,9837,0.65,0.7966,0.4613,18500,0.381,0.14,0
0.6154,777,11818,0.4825,0.8486,0.6713,9500,0.244,0.207,0
0.5496,851,3202,0.7133,0.7136,0.5873,17003.5,0.3215,0.132,0
0.3668,826,10822,0.5614,0.834,0.6938,18750,0.4431,0.274,0
0.7122,723,11219,0.5296,0.9334,0.8344,16750,0.2036,0.255,0
0.6447,941,9187,0.5826,0.8905,0.7646,12000,0.3818,0.193,0
0.4107,853,6808,0.5429,0.8733,0.7,12000,0.5862,0.191,0
0.5429,950,8906,0.5789,0.6733,0.4119,19700,0.419,0.079,0
0.4979,915,9598,0.6371,0.7001,0.5005,18845,0.3833,0.103,0
0.5033,859,4987,0.7318,0.8126,0.635,21670,0.3972,0.168,0
0.4676,863,12302,0.4887,0.8449,0.6787,13514,0.332,0.202,0
0.4884,878,6493,0.5806,0.4873,0.3941,12000,0.4,0.112,0
0.6738,749,7143,0.6125,0.8594,0.7454,20250,0.2926,0.373,0
0.6448,964,9384,0.701,0.7319,0.417,9500,0.4626,0.167,0
0.7204,926,3693,0.6759,0.6704,0.5349,13260,0.327,0.159,0
0.9086,910,11537,0.6681,0.8851,0.7155,14000,0.3978,0.092,0
0.5565,889,4135,0.75,0.7249,0.572,20499,0.4553,0.16,0
0.6832,970,10948,0.6171,0.804,0.4339,11500,0.493,0.079,0
0.489,924,10118,0.6429,0.75,0.4936,16651,0.3933,0.096,0
0.5464,835,18053,0.6347,0.8211,0.6417,18500,0.3642,0.1,0
0.6321,932,3199,0.5812,0.3851,0.4102,9436,0.2875,0.2,0
0.9141,838,2396,0.6471,0.1891,0.6159,5250,0.1017,0.163,0
0.5509,894,12274,0.6667,0.7313,0.4221,17625,0.3968,0.15,0
0.5429,865,14138,0.587,0.8454,0.493,17363,0.4914,0.091,0
0.5898,930,3329,0.6667,0.7502,0.5868,12000,0.2608,0.153,0
0.7474,986,12425,0.6915,0.8197,0.4338,16750,0.4084,0.118,0
0.5695,986,12484,0.6206,0.6525,0.7552,16000,0.2634,0.169,0
0.3328,825,4338,0.5279,0.8294,0.7576,17411,0.2518,0.209,0
0.5561,983,10917,0.7059,0.7604,0.4096,16160,0.4473,0.084,0
0.9024,943,12208,0.6026,0.7526,0.3493,12750,0.387,0.079,0
0.9711,939,9752,0.6414,0.7138,0.5686,10035,0.3143,0.115,0
0.3856,969,6222,0.6488,0.7577,0.6175,12033,0.461,0.189,0
0.9649,1016,9302,0.6636,0.6238,0.4149,15000,0.4166,0.135,0
0.7182,836,3958,0.3313,0.9001,0.9451,9500,0.0536,0.241,0
0.9814,969,4410,0.6252,0.4532,0.4848,12449,0.3384,0.169,0
0.4331,899,9394,0.4528,0.6169,0.5373,10125,0.5119,0.151,0
0.7337,970,4087,0.6807,0.5201,0.4926,12500,0.2969,0.164,0
0.598,930,3135,0.5917,0.4301,0.4177,7500,0.314,0.16,0
0.4767,890,3926,0.6286,0.5161,0.4554,9375,0.2264,0.162,0
0.5445,950,3608,0.6044,0.4682,0.4721,8250,0.2131,0.156,0
0.7992,950,4433,0.5737,0.4546,0.4777,9860,0.3059,0.163,0
0.884,963,14390,0.5158,0.7856,0.6522,10877,0.2973,0.132,0
0.6246,990,2778,0.6909,0.4761,0.464,11296.5,0.3788,0.175,0
0.67,935,4456,0.6378,0.5992,0.5105,14820,0.2325,0.084,0
0.6133,853,10811,0.7159,0.8911,0.6429,24376,0.3984,0.233,0
0.6876,915,14007,0.6011,0.7339,0.4285,15111.5,0.37,0.072,0
0.655,967,13482,0.6544,0.847,0.458,20500,0.3444,0.138,0
0.6887,973,11674,0.647,0.7398,0.4667,15750,0.3615,0.088,0
0.526,873,9889,0.7023,0.8994,0.8041,22055,0.437,0.144,0
0.5667,938,5615,0.6683,0.7148,0.5603,19250,0.4059,0.11,0
0.5322,1010,10219,0.5827,0.6825,0.5202,20000,0.3644,0.131,0
0.5079,851,9292,0.6027,0.8187,0.7041,21750,0.3568,0.226,0
0.7304,932,6420,0.5578,0.6089,0.3955,11000,0.2689,0.083,0
0.6422,982,5701,0.661,0.6512,0.4555,15750,0.405,0.089,0
0.8924,993,6118,0.5934,0.5873,0.3475,13575,0.3347,0.08,0
0.6608,934,12537,0.5773,0.807,0.4933,15000,0.3415,0.103,0
0.8595,1009,5498,0.6618,0.5866,0.5384,15000,0.3603,0.137,0
0.8649,1026,6934,0.6619,0.5122,0.4367,14250,0.4129,0.124,0
0.5836,863,9932,0.7,0.4496,0.416,7000,0.0838,0.379,0
0.4916,716,8453,0.4862,0.9312,0.9246,16018,0.3082,0.129,0
0.2335,760,9809,0.4571,0.8312,0.7616,12250,0.1685,0.19,0
0.7843,878,7629,0.6667,0.9395,0.7909,10001,0.1897,0.254,0
0.7757,1069,4864,0.6912,0.6922,0.3527,11420.5,0.3714,0.089,0
0.7225,961,9276,0.5,0.753,0.5874,20070,0.3391,0.114,0
0.8049,965,6454,0.5457,0.5526,0.4264,11773,0.2975,0.134,0
0.5516,930,11221,0.5833,0.7239,0.4693,14250,0.3023,0.129,0
0.7362,957,12202,0.5714,0.722,0.4601,11411,0.3333,0.125,0
0.4589,780,13782,0.5121,0.8382,0.7025,12498,0.2606,0.28,0
0.7682,974,6771,0.5346,0.5438,0.4556,12500,0.346,0.135,0
0.5924,982,12419,0.5908,0.6637,0.4571,16865,0.3794,0.141,0
0.9858,775,14259,0.5714,0.8698,0.7865,9500,0.049,0.226,0
0.4232,845,5137,0.6788,0.7982,0.6541,17438,0.3652,0.245,0
0.9262,995,11488,0.6654,0.9082,0.4204,14250,0.4084,0.097,0
0.5392,949,11983,0.7155,0.6212,0.4579,17995,0.3824,0.123,0
0.5687,998,5908,0.6729,0.601,0.448,16074,0.4317,0.129,0
0.522,865,5807,0.4784,0.5858,0.6055,10250,0.2851,0.154,0
0.6818,987,7721,0.6687,0.5986,0.4948,15000,0.4518,0.11,0
0.9258,960,6678,0.5733,0.5459,0.4177,13500,0.4021,0.121,0
0.881,895,5669,0.6374,0.7603,0.5427,14695,0.341,0.133,0
0.4503,832,6770,0.5517,0.7412,0.6721,17311.5,0.1633,0.174,0
0.9981,923,4743,0.6989,0.4967,0.5802,12500,0.3946,0.098,0
0.6217,937,3951,0.7627,0.424,0.6362,9621,0.393,0.124,0
0.5102,903,5219,0.4781,0.4932,0.4369,12000,0.5478,0.067,0
0.7411,868,13814,0.4927,0.9026,0.5689,11250,0.3181,0.128,0
0.6499,879,4226,0.7203,0.8228,0.6169,21500,0.3443,0.206,0
0.9987,1015,11560,0.7054,0.6511,0.5288,9500,0.3254,0.088,0
0.9459,811,5310,0.6495,0.8463,0.6829,17000,0.4034,0.137,0
0.5848,750,10362,0.5421,0.8698,0.6777,14250,0.3547,0.284,0
0.9782,807,7560,0.6767,0.3103,0.5549,7307.5,0.2438,0.164,0
0.9688,948,10824,0.6186,0.735,0.4962,18000,0.3659,0.134,0
0.9934,930,11502,0.6437,0.7837,0.4411,14200,0.3506,0.125,0
0.994,883,12181,0.6637,0.8757,0.5171,14250,0.3478,0.13,0
0.8927,1010,5673,0.6565,0.6531,0.4184,14616.5,0.4111,0.083,0
0.4948,936,11782,0.5303,0.8571,0.4569,18250,0.4781,0.179,0
0.4267,905,2262,0.6012,0.6041,0.5948,13000,0.2365,0.268,0
0.457,980,2738,0.6388,0.6086,0.4738,11028,0.3576,0.173,0
0.5734,945,11611,0.4953,0.6822,0.4621,14250,0.3833,0.148,0
0.6649,965,3141,0.6117,0.6396,0.4803,14210,0.3513,0.17,0
0.3639,971,9340,0.64,0.783,0.5024,12000,0.3645,0.086,0
0.8102,1007,4759,0.6841,0.5561,0.329,14000,0.3792,0.114,0
0.7122,984,4915,0.677,0.6177,0.4003,15000,0.4148,0.181,0
0.7697,1153,17548,0.8673,0.3653,0.1494,20000,0.692,0.013,1
0.7898,1171,35302,0.828,0.5596,0.2884,16500,0.5915,0.046,1
0.1055,1534,15679,0.9659,0.2508,0.1063,14583,0.9307,0,1
0.4802,1108,17980,0.8477,0.556,0.2578,19500,0.7005,0.038,1
0.3123,1242,7908,0.9249,0.3482,0.1975,17500,0.6972,0.031,1
0.4471,1208,24444,0.9073,0.6536,0.2035,19000,0.761,0.035,1
0.1173,1397,28851,0.9622,0.0862,0.1163,12086,0.9254,0,1
0.1817,1483,26798,0.9949,0.4413,0.1314,25000,0.9082,0,1
0.5412,1202,29076,0.9144,0.4747,0.1923,20201.5,0.7583,0.039,1
0.4239,1303,24394,0.9302,0.5333,0.2131,20900,0.8777,0.022,1
0.3734,1235,25896,0.9174,0.4412,0.2076,25000,0.8043,0.022,1
0.6654,1155,18917,0.8933,0.641,0.2712,20500,0.7208,0.025,1
0.1392,1454,22496,0.9749,0.1525,0.1686,8561,0.9573,0,1
0.5122,1294,19663,0.9498,0.3726,0.1389,19500,0.8401,0.029,1
0.357,1364,28151,0.9319,0.3683,0.1323,12500,0.8414,0.01,1
0.0569,1466,23849,0.9858,0.1343,0.1596,11500,0.9576,0.01,1
0.18,1350,16733,0.9637,0.3021,0.3237,14480,0.9103,0.038,1
0.2199,1289,15123,0.9626,0.374,0.3624,15200,0.9031,0.022,1
0.672,1135,17280,0.884,0.6347,0.2497,24000,0.7295,0.03,1
0.4885,1228,25057,0.9021,0.4259,0.1807,19500,0.7502,0.028,1
0.6129,1161,26745,0.8646,0.5115,0.2625,23000,0.6901,0.053,1
0.1984,1380,29928,0.9599,0.3826,0.2308,21500,0.9117,0.018,1
0.7265,1172,29264,0.8656,0.6292,0.4011,21250,0.5669,0.035,1
0.7016,1193,21159,0.8462,0.5517,0.2092,19500,0.7577,0.051,1
0.6986,1087,18145,0.8186,0.5635,0.2602,20501,0.5807,0.032,1
0.7673,1231,25538,0.8678,0.3973,0.1856,20832,0.7752,0.019,1
0.6722,1102,27202,0.8522,0.6188,0.1429,21852,0.7627,0.014,1
0.3178,1240,29677,0.9086,0.1173,0.116,19275,0.8628,0.033,1
0.5366,1233,11188,0.9392,0.5013,0.2088,18983,0.8323,0.038,1
0.2092,1387,27711,0.9508,0.3615,0.1837,17625,0.9154,0.015,1
0.0705,1497,14701,0.9867,0.0969,0.1273,12000,0.9779,0.009,1
0.4312,1258,30523,0.8821,0.4603,0.1565,19500,0.7989,0.033,1
0.6007,1118,22145,0.8261,0.5693,0.1232,22000,0.6852,0.026,1
0.3308,1297,27560,0.9226,0.4048,0.1356,22723,0.8083,0.014,1
0.1697,1398,35085,0.9598,0.2823,0.1325,17125,0.9245,0.009,1
0.6468,1178,17724,0.9191,0.4917,0.1192,21000,0.8001,0.037,1
0.4655,1272,7411,0.9646,0.3506,0.3207,14546,0.8654,0.036,1
0.4044,1332,28909,0.9134,0.3559,0.1855,18750,0.8169,0.028,1
0.2633,1363,22222,0.9438,0.3868,0.2192,19000,0.8961,0.024,1
0.5493,1352,12234,0.9552,0.3387,0.1932,20750,0.8219,0.025,1
0.5608,1247,10079,0.9417,0.4148,0.236,16831,0.8314,0.038,1
0.6595,1240,18444,0.875,0.5311,0.1715,21500,0.727,0.029,1
0.3506,1357,15346,0.9324,0.4158,0.2097,10022.5,0.8568,0.03,1
0.8252,1145,9395,0.8713,0.5519,0.2263,19750,0.681,0.051,1
0.6694,1163,18539,0.8808,0.6731,0.2681,23677,0.7563,0.029,1
0.5987,1163,21544,0.8536,0.5915,0.3448,20500,0.7047,0.06,1
0.5697,1252,19094,0.8596,0.4559,0.3167,22015,0.625,0.031,1
0.5838,1241,19780,0.8755,0.6299,0.1878,25000,0.7807,0.038,1
0.1532,1458,28590,0.9769,0.3456,0.1416,18234,0.9419,0.013,1
0.0881,1504,26409,0.9934,0.2933,0.1419,17610,0.9268,0.014,1
0.6239,1303,13770,0.9306,0.4097,0.2019,19399,0.838,0.035,1
0.661,1212,19522,0.911,0.5844,0.1739,25000,0.7386,0.02,1
0.6121,1215,16598,0.9221,0.4277,0.1879,21000,0.7922,0.03,1
0.7217,1198,16225,0.8982,0.3936,0.1937,19500,0.7705,0.059,1
0.6042,1211,15256,0.9059,0.3878,0.2058,20500,0.6994,0.051,1
0.5622,1310,22285,0.9123,0.5776,0.1839,26000,0.7284,0.024,1
0.8568,1141,17632,0.8753,0.6167,0.2029,26814,0.7119,0.016,1
0.223,1450,21742,0.9861,0.4142,0.1178,20300,0.9486,0.008,1
0.7969,1158,17416,0.8636,0.601,0.2537,23250,0.7013,0.044,1
0.7623,1162,8813,0.8249,0.3532,0.1978,13000,0.6914,0.043,1
0.2643,1341,23061,0.9049,0.3702,0.1617,20001,0.7602,0.055,1
0.1428,1434,22937,0.9762,0.1321,0.1998,10453,0.9578,0.045,1
0.2821,1258,33742,0.9489,0.3737,0.1613,27000,0.9073,0.01,1
0.4379,1234,24563,0.9355,0.5074,0.1554,26000,0.8727,0.01,1
0.3222,1375,27441,0.9484,0.4131,0.1371,19000,0.913,0.014,1
0.4561,1279,27235,0.9279,0.4235,0.1487,25500,0.8448,0.02,1
0.3704,1347,19017,0.9303,0.5092,0.1781,26000,0.8959,0.024,1
0.6049,1090,16682,0.8101,0.6753,0.2337,24250,0.5808,0.056,1
0.0584,1501,27867,0.9706,0.029,0.1016,7500,0.9747,0.019,1
0.0815,1503,28012,0.9788,0.1992,0.1825,13000,0.9307,0.017,1
0.3231,1394,24465,0.9553,0.4433,0.1424,25759.5,0.8256,0.042,1
0.4897,1149,18588,0.8625,0.7305,0.2573,25000,0.7122,0.021,1
0.7091,1133,21131,0.8673,0.6856,0.1441,26000,0.8483,0.004,1
0.1884,1428,28845,0.964,0.301,0.1132,17300,0.9219,0.023,1
0.2911,1399,18628,0.9658,0.2534,0.1922,8000,0.9068,0.012,1
0.1702,1439,26201,0.9799,0.2478,0.1903,11248,0.9536,0.018,1
0.1813,1418,22665,0.9704,0.3918,0.1307,17500,0.9254,0.017,1
0.58,1194,24840,0.8731,0.5407,0.1414,26000,0.8437,0.029,1
0.7204,1221,12390,0.8998,0.4135,0.152,19130,0.7931,0.014,1
0.4699,1310,11198,0.9468,0.3581,0.1907,17500,0.8406,0.028,1
0.6655,1168,20826,0.8086,0.6872,0.1488,25000,0.6821,0.035,1
0.1495,1423,30863,0.9654,0.1963,0.1376,18000,0.9326,0.006,1
0.2604,1343,30380,0.931,0.205,0.1079,18500,0.9251,0.025,1
0.6159,1198,20318,0.9194,0.5905,0.2523,22500,0.6078,0.053,1
0.4365,1145,19336,0.8179,0.3302,0.1847,21500,0.4939,0.085,1
0.6865,1158,15767,0.9051,0.4845,0.2387,22734,0.7736,0.057,1
0.6147,1142,23050,0.8246,0.6161,0.2873,19300,0.5682,0.061,1
0.3326,1352,20769,0.9688,0.3665,0.157,21000,0.8997,0.021,1
0.2095,1406,28644,0.9602,0.4749,0.1231,16644,0.9214,0.023,1
0.7554,1157,19467,0.8878,0.6478,0.2391,23250,0.816,0.011,1
0.7998,1144,16087,0.8449,0.68,0.2426,24500,0.7101,0.02,1
0.6322,1224,18703,0.9205,0.6884,0.2478,26000,0.8228,0.023,1
0.3416,1350,21073,0.9513,0.4884,0.172,21996.5,0.8742,0.016,1
0.7516,1155,18464,0.8552,0.6095,0.1947,23150,0.7946,0.024,1
0.5919,1290,22480,0.9352,0.5255,0.1489,25000,0.8708,0.016,1
0.4442,1270,11069,0.9022,0.4516,0.2169,18822,0.754,0.036,1
0.8617,1165,18396,0.8755,0.5738,0.2023,22250,0.751,0.042,1
0.7611,1142,13159,0.8678,0.6802,0.3376,19909,0.6735,0.06,1
0.6443,1237,19299,0.8683,0.348,0.1415,20500,0.6974,0.047,1
0.1555,1474,23619,0.9642,0.2207,0.0616,19500,0.9404,0.03,1
0.2561,1353,19936,0.9571,0.2134,0.1313,15750,0.9246,0.022,1
0.1342,1444,23668,0.972,0.371,0.1366,6569,0.9423,0.011,1
0.5398,1200,24332,0.8989,0.3375,0.0911,20500,0.8165,0.024,1
0.5001,1229,7952,0.9258,0.424,0.2247,17750,0.7359,0.041,1
0.2759,1313,11914,0.9609,0.3192,0.2053,15000,0.9002,0.023,1
0.7665,1214,23306,0.9088,0.7041,0.191,21500,0.7592,0.02,1
0.0978,1446,28107,0.979,0.2454,0.1364,10695.5,0.947,0.014,1
0.7365,1145,20151,0.8482,0.7405,0.1673,27000,0.7447,0.019,1
0.7784,1100,12480,0.8641,0.676,0.2238,23128.5,0.7919,0.029,1
0.7791,1063,20140,0.7952,0.6716,0.2661,22500,0.6081,0.059,1
0.0741,1495,13049,0.9757,0.0482,0.1218,7500,0.9694,0.023,1
0.5951,1210,11793,0.9093,0.5591,0.3105,19500,0.7969,0.052,1
0.3816,1305,28317,0.9625,0.6589,0.217,26500,0.7861,0.026,1
0.4311,1235,11663,0.9347,0.5193,0.18,21500,0.8443,0.017,1
0.634,1195,24032,0.8097,0.814,0.2215,24930.5,0.7235,0.01,1
0.2053,1340,30150,0.9764,0.3183,0.1841,16000,0.8966,0.024,1
0.2638,1370,29302,0.9312,0.2698,0.1154,15062.5,0.9086,0.027,1
0.0742,1471,31924,0.9734,0.2659,0.2154,17125,0.9329,0.02,1
0.0774,1358,3605,0.9558,0.1918,0.1766,17500,0.8265,0.049,1
0.1556,1422,24114,0.9677,0.3154,0.1636,11500,0.9334,0.015,1
0.4713,1258,25968,0.9051,0.5467,0.2042,21500,0.8051,0.042,1
0.2719,1384,30431,0.9403,0.3445,0.1375,15500,0.9295,0.018,1
0.5871,1165,25982,0.7826,0.5565,0.2257,19150,0.6212,0.052,1
0.2605,1352,31648,0.925,0.4131,0.1987,21500,0.8331,0.025,1
0.7523,1303,23445,0.8792,0.5746,0.4471,21500,0.5714,0.025,1
0.412,1366,26147,0.9351,0.5866,0.166,27000,0.8494,0.019,1
0.6016,1232,19189,0.8691,0.6848,0.3128,24500,0.6388,0.052,1
0.3505,1247,30105,0.9304,0.3211,0.1462,19500,0.8592,0.033,1
0.4287,1297,6701,0.9074,0.4836,0.269,17750,0.8077,0.035,1
0.4949,1158,21538,0.919,0.5699,0.2677,27000,0.8108,0.037,1
0.6659,1131,25271,0.8276,0.4127,0.2361,20500,0.6336,0.053,1
0.3728,1313,27943,0.9171,0.5721,0.1557,24334,0.8804,0.014,1
0.3568,1353,21174,0.9605,0.5253,0.1844,24325.5,0.8518,0.025,1
0.2411,1394,24134,0.9559,0.3716,0.2199,16590,0.9365,0.003,1
0.6988,1154,22283,0.8803,0.6318,0.1904,22875,0.6136,0.037,1
0.8216,1217,22428,0.929,0.2656,0.181,15358.5,0.8519,0.033,1
0.4188,1377,23269,0.9424,0.4815,0.2004,22500,0.8012,0.013,1
0.4597,1285,22211,0.8935,0.5224,0.1813,22000,0.8137,0.029,1
0.5633,1231,17867,0.8709,0.5144,0.1938,20490,0.7505,0.066,1
0.5297,1181,18266,0.8858,0.6791,0.1188,23250,0.7674,0.02,1
0.6997,1132,16524,0.8344,0.5802,0.1827,24000,0.7646,0.037,1
0.668,1195,19068,0.9002,0.5196,0.2189,22454,0.755,0.011,1
0.5784,1198,21725,0.859,0.5031,0.207,19538.5,0.7883,0.035,1
0.6487,1182,19263,0.8545,0.6808,0.2621,27000,0.7917,0.026,1
