ADM_RATE,SAT_AVG,TUITFTE,RET_FT4,PCTFLOAN,PCTPELL,DEBT_MDN,CDR3,C150_4
0.5382,953,11845,0.6094,0.6664,0.4253,12275,0.163,4
0.7868,1022,5686,0.6856,0.6019,0.4364,14726.5,0.156,4
0.4754,1053,5228,0.8384,0.5446,0.3845,13193.5,0.063,4
0.6076,1045,10013,0.6809,0.5183,0.328,13136.5,0.056,4
0.7887,1032,9537,0.6044,0.6109,0.4326,15245,0.093,4
0.6996,1011,5632,0.6838,0.5732,0.4485,15000,0.116,4
0.6957,1029,9051,0.663,0.592,0.3514,14250,0.059,4
0.9646,928,12358,0.5256,0.7681,0.506,14397,0.075,4
0.537,1014,11677,0.6187,0.7722,0.3826,15455,0.128,4
0.6458,1038,5090,0.7769,0.3877,0.3846,14164.5,0.13,4
0.5122,973,5206,0.6578,0.5839,0.4158,13750,0.082,4
0.9649,1016,9302,0.6636,0.6238,0.4149,15000,0.135,4
0.8472,975,12942,0.6729,0.669,0.2441,15289,0.068,4
0.494,1000,9853,0.7514,0.7263,0.5963,15250,0.063,4
0.6916,1004,5639,0.691,0.3976,0.2388,14370,0.081,4
0.8691,1010,5008,0.7074,0.5095,0.3073,15348,0.072,4
0.6062,1016,6291,0.8028,0.5427,0.271,14500,0.058,4
0.6567,990,11665,0.5746,0.6486,0.3883,14089.5,0.071,4
0.6799,1034,12449,0.7333,0.838,0.5273,14000,0.106,4
0.5385,950,5394,0.7147,0.6619,0.4763,14250,0.104,4
0.6968,945,5274,0.8251,0.4153,0.505,15000,0.071,4
0.5682,984,5831,0.6835,0.5557,0.4114,13118,0.091,4
0.6555,1030,5622,0.7363,0.59,0.2906,15116,0.047,4
0.6419,998,6332,0.7191,0.5718,0.2956,13576.5,0.088,4
0.4405,1015,9016,0.6619,0.7832,0.4304,14500,0.102,4
0.9671,915,13307,0.7106,0.8471,0.5544,15750,0.091,4
0.8257,933,12309,0.6991,0.6591,0.3848,13000,0.068,4
0.6629,1045,11833,0.707,0.6477,0.352,20500,0.04,4
0.5148,927,12367,0.6397,0.8011,0.457,19000,0.121,4
0.8546,1049,7348,0.7265,0.5127,0.3558,14000,0.116,4
0.6251,966,7628,0.823,0.4157,0.431,14000,0.064,4
0.6572,1004,11878,0.7254,0.7143,0.3967,19000,0.068,4
0.8735,930,5789,0.723,0.7777,0.4558,18750,0.105,4
0.5816,1050,26168,0.6,0.5122,0.322,15500,0.083,4
0.8203,1064,4739,0.664,0.4778,0.3879,13000,0.094,4
0.6448,964,9384,0.701,0.7319,0.417,9500,0.167,4
0.7263,976,13682,0.4333,0.6828,0.4984,20832,0.077,4
0.5883,930,14332,0.5747,0.8301,0.6462,20755,0.095,4
0.8917,990,5138,0.6541,0.393,0.2772,11606,0.074,4
0.6842,1008,12964,0.7879,0.7595,0.5949,18500,0.106,4
0.7404,993,11355,0.6264,0.6858,0.377,14750,0.106,4
0.3856,969,6222,0.6488,0.7577,0.6175,12033,0.189,4
0.7774,942,5393,0.7689,0.6044,0.4156,21500,0.077,4
0.91,1068,9413,0.7137,0.5042,0.3222,12500,0.027,4
0.5903,1042,17039,0.8154,0.5351,0.356,13250,0.084,4
0.9073,1031,10874,0.6805,0.5921,0.3792,14500,0.135,4
0.7829,957,12867,0.6686,0.7464,0.5206,18638,0.05,4
0.5087,1041,12423,0.7014,0.7011,0.3991,17750,0.097,5
0.8419,1050,8030,0.693,0.6017,0.3565,14317,0.06,5
0.8134,1030,5707,0.7522,0.5615,0.2762,16852,0.045,5
0.8083,990,6183,0.6884,0.6299,0.3814,15296,0.103,5
0.7752,1057,21979,0.8566,0.8516,0.3232,25222,0.047,5
0.4579,1021,6147,0.8853,0.3327,0.4061,12900.5,0.056,5
0.6413,1006,7671,0.7681,0.5918,0.3335,16852.5,0.08,5
0.7441,1034,17898,0.7639,0.7151,0.2583,20500,0.038,5
0.9049,973,7816,0.734,0.7292,0.362,20500,0.088,5
0.86,1006,16976,0.6955,0.7213,0.3342,20910,0.061,5
0.5362,981,14943,0.6991,0.7907,0.4216,20000,0.044,5
0.8486,1049,4509,0.7551,0.5002,0.3442,13496.5,0.051,5
0.7379,991,8237,0.7143,0.6545,0.3371,21500,0.077,5
0.7393,997,17100,0.7558,0.7719,0.4194,22250,0.112,5
0.6538,1029,11712,0.8328,0.6951,0.3353,18750,0.096,5
0.6955,1050,11004,0.693,0.8421,0.4897,17879,0.078,5
0.6684,990,12500,0.8007,0.76,0.5019,25999.5,0.247,5
0.7762,976,16643,0.7105,0.6131,0.346,22500,0.069,5
0.5573,1007,5521,0.7,0.5697,0.5299,12750,0.18,5
0.9137,1050,6697,0.7178,0.5571,0.3778,15000,0.102,5
0.866,1014,10118,0.5747,0.8105,0.4314,15000,0.082,5
0.7614,974,17406,0.7428,0.8689,0.319,23000,0.068,5
0.8217,1029,7185,0.7302,0.4958,0.3523,14875,0.102,5
0.6995,1054,13098,0.7436,0.866,0.5057,15000,0.053,5
0.7898,1010,4634,0.7429,0.6036,0.4032,13377.5,0.105,5
0.845,984,7920,0.7624,0.5671,0.3143,21500,0.077,5
0.6409,1041,12413,0.8033,0.7542,0.4091,20927,0.089,5
0.5045,970,7609,0.6261,0.7411,0.6166,8821,0.096,5
0.9022,1062,8741,0.6358,0.5813,0.4257,14250,0.099,5
0.8696,1033,5486,0.6563,0.428,0.4545,15000,0.076,5
0.8859,1048,9165,0.6718,0.717,0.4315,14000,0.085,5
0.6396,1056,6028,0.7933,0.5434,0.2311,21980,0.065,5
0.6499,999,7143,0.7752,0.6009,0.4338,16490,0.105,5
0.5875,1060,14628,0.672,0.6441,0.3729,10750,0.072,5
0.6453,1017,6540,0.781,0.6099,0.2644,17500,0.058,5
0.5441,1030,13210,0.673,0.7873,0.4521,15750,0.035,5
0.4058,985,17950,0.7,0.678,0.4301,16500,0.12,5
0.5782,1018,16468,0.6517,0.7725,0.4232,26334,0.061,5
0.4707,988,12320,0.7241,0.644,0.3232,18385,0.072,5
0.5628,1007,13466,0.5811,0.8015,0.4368,14250,0.077,5
0.3766,1034,5283,0.7865,0.5798,0.3814,15000,0.081,5
0.5859,1035,11973,0.7734,0.6878,0.4329,19500,0.052,6
0.5421,1030,12131,0.7683,0.6704,0.2562,18750,0.029,6
0.5308,1027,10693,0.6736,0.7911,0.3881,19450,0.084,6
0.8106,1085,9599,0.8066,0.6405,0.3718,19200.5,0.063,6
0.7674,1075,16566,0.7524,0.6377,0.348,18750,0.049,6
0.8468,1030,6665,0.7694,0.6431,0.2963,18681,0.076,6
0.3826,1050,14698,0.7696,0.5863,0.3764,18554,0.063,6
0.5234,1030,15687,0.8064,0.7099,0.3695,18750,0.059,6
0.5493,1033,11097,0.7627,0.7288,0.2672,19500,0.06,6
0.8114,1090,14038,0.7598,0.7108,0.2827,19500,0.04,6
0.8775,1033,12622,0.5977,0.5357,0.2612,19500,0.073,6
0.6054,1053,7383,0.7838,0.6139,0.3463,18686,0.081,6
0.8285,1070,5745,0.789,0.653,0.337,18700,0.041,6
0.6913,1102,9693,0.8659,0.5255,0.2865,19125,0.06,6
0.8431,1084,18311,0.6875,0.4813,0.231,19000,0.047,6
0.4863,1110,4850,0.7803,0.704,0.3913,18750,0.07,6
0.7822,1109,8284,0.7509,0.5882,0.2431,18925,0.044,6
0.4521,1105,11470,0.848,0.5711,0.3132,19500,0.06,6
0.6832,1083,14741,0.7619,0.4915,0.2009,18770,0.044,6
0.6057,1145,10786,0.7676,0.5618,0.21,19500,0.055,6
0.4627,1100,10653,0.7559,0.6564,0.3328,20500,0.081,6
0.8443,1018,13724,0.7368,0.6715,0.3729,19200,0.056,6
0.7485,1068,10078,0.7896,0.6297,0.3149,18054,0.032,6
0.5512,1087,12527,0.7652,0.761,0.3883,22000,0.098,6
0.6002,1029,5580,0.7386,0.5872,0.4432,16000,0.075,6
0.8551,1035,30173,0.7938,0.7123,0.3727,26945,0.102,6
0.8285,1030,10693,0.7371,0.68,0.3969,20875,0.077,6
0.3702,1100,4899,0.8444,0.1319,0.3807,9054,0.065,6
0.6834,1005,16920,0.6724,0.7023,0.274,19500,0.053,6
0.5895,1073,19293,0.7009,0.8781,0.3907,21166,0.075,6
0.6929,1039,14067,0.8222,0.8951,0.4743,17000,0.044,6
0.5778,1146,9833,0.7607,0.6559,0.2757,19500,0.052,6
0.693,1099,11425,0.6719,0.7015,0.3573,23869.5,0.055,6
0.5967,1075,13966,0.7259,0.8233,0.485,17875,0.05,6
0.919,1050,7250,0.7589,0.6074,0.2716,15269,0.042,6
0.7351,1045,13678,0.7489,0.6847,0.2422,20500,0.049,6
0.851,1062,11359,0.7707,0.5348,0.2663,14625,0.105,6
0.6573,1110,13545,0.7981,0.6764,0.3896,20325,0.05,7
0.7251,1101,15382,0.802,0.6311,0.3012,20000,0.051,7
0.6802,1070,12654,0.7699,0.9085,0.3866,20593,0.066,7
0.5587,1088,15275,0.8172,0.6674,0.3145,20000,0.052,7
0.7018,1105,15633,0.7841,0.8048,0.2774,20750,0.077,7
0.7611,1142,13159,0.8678,0.6802,0.3376,19909,0.06,7
0.6659,1131,25271,0.8276,0.4127,0.2361,20500,0.053,7
0.5486,1113,15493,0.7836,0.5769,0.1991,19500,0.05,7
0.6557,1106,15625,0.813,0.7432,0.3852,18250,0.04,7
0.6365,1125,16358,0.788,0.6976,0.2388,20000,0.054,7
0.53,1112,13810,0.8146,0.5598,0.2167,21500,0.017,7
0.6798,1151,19608,0.8118,0.7279,0.4674,20000,0.057,7
0.6791,1100,13817,0.7885,0.9151,0.306,21500,0.078,7
0.658,1089,14535,0.8281,0.7483,0.2678,27000,0.041,7
0.9478,1116,15144,0.797,0.5722,0.2264,19500,0.053,7
0.905,1070,10722,0.8799,0.6008,0.3618,20000,0.071,7
0.4987,1096,13574,0.6687,0.6073,0.2922,16500,0.06,7
0.6591,944,15429,0.8222,0.7278,0.3351,20250,0.077,7
0.3751,1070,14877,0.7859,0.5554,0.3155,23000,0.076,7
0.5761,1109,15666,0.7885,0.722,0.2822,21700,0.045,7
0.8409,1147,13500,0.8571,0.549,0.2561,23638,0.052,7
0.7533,1123,14829,0.8007,0.5926,0.2177,22192,0.051,7
0.7692,1106,12051,0.8148,0.3962,0.3265,13500,0.07,7
0.5727,1157,15780,0.8221,0.6707,0.3286,24000,0.046,7
0.66,1121,15548,0.8014,0.5209,0.2254,18797,0.062,7
0.637,1082,15833,0.7737,0.7143,0.2525,19557,0.088,7
0.726,1046,15256,0.8571,0.8074,0.4377,20432,0.049,7
0.9754,895,12258,0.7681,0.7361,0.5069,19813,0.046,7
0.6809,1105,13044,0.7995,0.6587,0.2281,25249,0.033,7
0.7528,1070,15258,0.8262,0.6722,0.364,18750,0.047,7
0.7281,1086,15220,0.8048,0.7034,0.2451,24000,0.044,7
0.7871,1076,12828,0.8128,0.7029,0.2674,19500,0.073,7
0.5902,1161,6688,0.8394,0.5097,0.1665,19736.5,0.027,7
0.7765,1077,15149,0.8091,0.6875,0.2519,24124,0.046,7
0.62,1078,11937,0.8898,0.5688,0.564,17000,0.061,7
0.8802,1105,11958,0.7892,0.7337,0.2972,22500,0.035,7
0.6903,1088,12625,0.8102,0.7572,0.2441,24225,0.054,7
0.4745,1159,11691,0.7524,0.5362,0.2183,21750,0.056,7
0.7999,1075,14460,0.8066,0.7044,0.2888,21501,0.056,7
0.7743,1127,12292,0.8591,0.4739,0.2571,16707.5,0.048,7
0.8619,1102,23540,0.7935,0.8608,0.3145,20758.5,0.018,7
0.659,1154,16857,0.8658,0.668,0.2044,23000,0.026,8
0.6997,1132,16524,0.8344,0.5802,0.1827,24000,0.037,8
0.8194,1125,16212,0.8065,0.6743,0.2104,23496,0.025,8
0.4133,1156,17958,0.8257,0.7229,0.2213,23000,0.01,8
0.672,1135,17280,0.884,0.6347,0.2497,24000,0.03,8
0.6975,1183,15962,0.8741,0.5545,0.2326,22500,0.025,8
0.5861,1181,17273,0.8279,0.7665,0.2842,23000,0.026,8
0.5217,1168,16516,0.8736,0.5244,0.259,20644,0.084,8
0.9485,1144,16210,0.8504,0.6746,0.27,20500,0.036,8
0.6785,1153,17109,0.8429,0.7284,0.24,25000,0.027,8
0.8568,1141,17632,0.8753,0.6167,0.2029,26814,0.016,8
0.7998,1144,16087,0.8449,0.68,0.2426,24500,0.02,8
0.3743,1298,17863,0.9189,0.4771,0.1754,22625,0.019,8
0.7697,1153,17548,0.8673,0.3653,0.1494,20000,0.013,8
0.668,1195,19068,0.9002,0.5196,0.2189,22454,0.011,8
0.7323,1175,24756,0.8602,0.5757,0.2109,24000,0.038,8
0.8617,1165,18396,0.8755,0.5738,0.2023,22250,0.042,8
0.6129,1161,26745,0.8646,0.5115,0.2625,23000,0.053,8
0.7212,1175,16383,0.8711,0.6874,0.1929,26902,0.032,8
0.5803,1175,26289,0.8257,0.6126,0.2429,23000,0.044,8
0.6694,1163,18539,0.8808,0.6731,0.2681,23677,0.029,8
0.6489,1057,15841,0.8102,0.7211,0.2892,22212.5,0.068,8
0.5297,1181,18266,0.8858,0.6791,0.1188,23250,0.02,8
0.7676,1112,17987,0.8183,0.644,0.3086,22695,0.027,8
0.5633,1231,17867,0.8709,0.5144,0.1938,20490,0.066,8
0.5639,1143,15567,0.8056,0.6172,0.2366,22500,0.053,8
0.6673,1130,12306,0.8091,0.6866,0.3482,22225,0.05,8
0.7233,1129,18087,0.8384,0.6926,0.2248,21000,0.037,8
0.5652,1158,7732,0.8759,0.4677,0.2835,15200,0.045,8
0.815,1197,23329,0.8644,0.5641,0.2021,17027.5,0.035,8
0.7515,1130,13443,0.8627,0.666,0.3534,27000,0.063,8
0.6915,1126,14276,0.7894,0.5087,0.2787,18636.5,0.039,8
0.8252,1145,9395,0.8713,0.5519,0.2263,19750,0.051,8
0.6121,1215,16598,0.9221,0.4277,0.1879,21000,0.03,9
0.4521,1192,13500,0.9294,0.4467,0.4297,13626.5,0.038,9
0.7204,1221,12390,0.8998,0.4135,0.152,19130,0.014,9
0.5613,1258,16043,0.9087,0.5513,0.1706,22000,0.042,9
0.6397,1237,22453,0.8746,0.3381,0.146,20500,0.027,9
0.6769,1227,18060,0.9228,0.5784,0.1795,23231.5,0.01,9
0.6676,1240,15186,0.8957,0.4162,0.1553,16766.5,0.147,9
0.6947,1182,8988,0.9143,0.3511,0.2162,16566.5,0.048,9
0.6651,1204,18962,0.9425,0.5318,0.1879,26035,0.023,9
0.5838,1241,19780,0.8755,0.6299,0.1878,25000,0.038,9
0.7673,1231,25538,0.8678,0.3973,0.1856,20832,0.019,9
0.5681,1212,5723,0.9171,0.465,0.3065,18750,0.058,9
0.7921,1243,12168,0.869,0.7486,0.3568,15500,0.011,9
0.5951,1210,11793,0.9093,0.5591,0.3105,19500,0.052,9
0.688,1186,15560,0.895,0.412,0.1902,19500,0.026,9
0.6633,1182,20898,0.8925,0.6988,0.2155,27000,0.029,9
0.5784,1198,21725,0.859,0.5031,0.207,19538.5,0.035,9
0.5608,1247,10079,0.9417,0.4148,0.236,16831,0.038,9
0.5745,1217,20795,0.9071,0.508,0.1689,24760,0.025,9
0.5523,1234,17091,0.9303,0.3261,0.2489,14793.5,0.043,9
0.0742,1471,31924,0.9734,0.2659,0.2154,17125,0.02,10
0.3041,1354,27465,0.9341,0.3717,0.1072,23250,0.02,10
0.2349,1400,25687,0.9783,0.2033,0.1502,13399,0.033,10
0.2092,1387,27711,0.9508,0.3615,0.1837,17625,0.015,10
0.1555,1474,23619,0.9642,0.2207,0.0616,19500,0.03,10
0.412,1366,26147,0.9351,0.5866,0.166,27000,0.019,10
0.2411,1394,24134,0.9559,0.3716,0.2199,16590,0.003,10
0.0881,1504,26409,0.9934,0.2933,0.1419,17610,0.014,10
0.1342,1444,23668,0.972,0.371,0.1366,6569,0.011,10
0.5696,1327,27409,0.9396,0.3587,0.104,14600,0.017,10
0.2951,1306,30266,0.941,0.4098,0.1061,25000,0.013,10
0.2095,1406,28644,0.9602,0.4749,0.1231,16644,0.023,10
0.2719,1384,30431,0.9403,0.3445,0.1375,15500,0.018,10
0.3084,1322,25245,0.9392,0.4495,0.1472,22500,0.009,10
0.1495,1423,30863,0.9654,0.1963,0.1376,18000,0.006,10
0.0584,1501,27867,0.9706,0.029,0.1016,7500,0.019,10
0.0815,1503,28012,0.9788,0.1992,0.1825,13000,0.017,10
0.1697,1398,35085,0.9598,0.2823,0.1325,17125,0.009,10
0.3838,1328,25125,0.9574,0.5195,0.1026,16491,0.015,10
0.0978,1446,28107,0.979,0.2454,0.1364,10695.5,0.014,10
0.3728,1313,27943,0.9171,0.5721,0.1557,24334,0.014,10
