DATA,CLOCK,HANDLER,SRC_DB,TEST_DB,CLF,MEASURE,VALUE
091916,1474341196.650769,lace2,school_01,school_02,decision tree,RMSE,2.1781745670272721
091916,1474341196.659311,lace2,school_02,school_01,linear regression,RMSE,2.3500960937383519
091916,1474341196.6597,lace2,school_02,school_01,decision tree,RMSE,2.8544961285922512
091916,1474341196.668144,lace2,school_02,school_02,linear regression,RMSE,1.7037348081165908
091916,1474341196.668537,lace2,school_02,school_02,decision tree,RMSE,2.2152668930418762
091916,1474341198.192973,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341198.193523,org,school_01,school_01,decision tree,RMSE,1.9832633040858021
091916,1474341198.222904,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341198.223344,org,school_01,school_02,decision tree,RMSE,2.2360679774997898
091916,1474341198.251812,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341198.25222,org,school_02,school_01,decision tree,RMSE,2.7594953913378464
091916,1474341198.280675,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341198.281207,org,school_02,school_02,decision tree,RMSE,2.0958512811248302
091916,1474341198.292634,lace1,school_01,school_01,linear regression,RMSE,1.6279709934571169
091916,1474341198.293027,lace1,school_01,school_01,decision tree,RMSE,1.8226964152656422
091916,1474341198.304843,lace1,school_01,school_02,linear regression,RMSE,1.9258881096910063
091916,1474341198.30523,lace1,school_01,school_02,decision tree,RMSE,2.1464872250743556
091916,1474341198.317,lace1,school_02,school_01,linear regression,RMSE,2.1323301784499926
091916,1474341198.317391,lace1,school_02,school_01,decision tree,RMSE,2.3936644772460549
091916,1474341198.332111,lace1,school_02,school_02,linear regression,RMSE,1.6813047231791343
091916,1474341198.332502,lace1,school_02,school_02,decision tree,RMSE,1.9776529298921768
091916,1474341198.34104,lace2,school_01,school_01,linear regression,RMSE,1.664991880341155
091916,1474341198.341429,lace2,school_01,school_01,decision tree,RMSE,2.00554786086551
091916,1474341198.349885,lace2,school_01,school_02,linear regression,RMSE,1.8590593328128837
091916,1474341198.35036,lace2,school_01,school_02,decision tree,RMSE,2.2997584414213788
091916,1474341198.360219,lace2,school_02,school_01,linear regression,RMSE,2.4100680714313669
091916,1474341198.360654,lace2,school_02,school_01,decision tree,RMSE,2.7782221866723544
091916,1474341198.370092,lace2,school_02,school_02,linear regression,RMSE,1.7398216556832231
091916,1474341198.370481,lace2,school_02,school_02,decision tree,RMSE,2.1959558789334137
091916,1474341199.856741,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341199.85723,org,school_01,school_01,decision tree,RMSE,1.9804601036683931
091916,1474341199.884591,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341199.884997,org,school_01,school_02,decision tree,RMSE,2.301368353023109
091916,1474341199.912887,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341199.913301,org,school_02,school_01,decision tree,RMSE,2.7775555466659556
091916,1474341199.942273,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341199.942703,org,school_02,school_02,decision tree,RMSE,2.0637972912229676
091916,1474341199.954085,lace1,school_01,school_01,linear regression,RMSE,1.633388709149542
091916,1474341199.954476,lace1,school_01,school_01,decision tree,RMSE,1.9061304607327729
091916,1474341199.965683,lace1,school_01,school_02,linear regression,RMSE,1.9113402590653226
091916,1474341199.966073,lace1,school_01,school_02,decision tree,RMSE,2.1984843263788196
091916,1474341199.977379,lace1,school_02,school_01,linear regression,RMSE,2.1708412142369138
091916,1474341199.977768,lace1,school_02,school_01,decision tree,RMSE,2.4660659929291189
091916,1474341199.989185,lace1,school_02,school_02,linear regression,RMSE,1.7254131731732691
091916,1474341199.98958,lace1,school_02,school_02,decision tree,RMSE,1.868847931906872
091916,1474341199.998256,lace2,school_01,school_01,linear regression,RMSE,1.6585225141705036
091916,1474341199.998649,lace2,school_01,school_01,decision tree,RMSE,2.0931988633384746
091916,1474341200.010678,lace2,school_01,school_02,linear regression,RMSE,1.9279860716695341
091916,1474341200.011148,lace2,school_01,school_02,decision tree,RMSE,2.2010098692292237
091916,1474341200.019959,lace2,school_02,school_01,linear regression,RMSE,2.4630027259281824
091916,1474341200.020354,lace2,school_02,school_01,decision tree,RMSE,2.8790430508918914
091916,1474341200.028825,lace2,school_02,school_02,linear regression,RMSE,1.7782271900618092
091916,1474341200.029219,lace2,school_02,school_02,decision tree,RMSE,2.2900752049756892
091916,1474341201.527197,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341201.527624,org,school_01,school_01,decision tree,RMSE,1.9465068427541909
091916,1474341201.554901,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341201.555316,org,school_01,school_02,decision tree,RMSE,2.2459840703897354
091916,1474341201.583693,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341201.584107,org,school_02,school_01,decision tree,RMSE,2.760837232113154
091916,1474341201.611714,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341201.612124,org,school_02,school_02,decision tree,RMSE,2.0221001184137468
091916,1474341201.623658,lace1,school_01,school_01,linear regression,RMSE,1.5978352996803198
091916,1474341201.624051,lace1,school_01,school_01,decision tree,RMSE,1.9446031681249214
091916,1474341201.635284,lace1,school_01,school_02,linear regression,RMSE,1.9020335718347654
091916,1474341201.63567,lace1,school_01,school_02,decision tree,RMSE,1.9851299052557594
091916,1474341201.646879,lace1,school_02,school_01,linear regression,RMSE,2.1156889440381614
091916,1474341201.647266,lace1,school_02,school_01,decision tree,RMSE,2.2558565754251507
091916,1474341201.661207,lace1,school_02,school_02,linear regression,RMSE,1.6712738428862643
091916,1474341201.661595,lace1,school_02,school_02,decision tree,RMSE,1.8135294011647258
091916,1474341201.670316,lace2,school_01,school_01,linear regression,RMSE,1.7071768060503669
091916,1474341201.670703,lace2,school_01,school_01,decision tree,RMSE,1.9626135258506325
091916,1474341201.679222,lace2,school_01,school_02,linear regression,RMSE,1.8604628996567592
091916,1474341201.67961,lace2,school_01,school_02,decision tree,RMSE,2.2852182001336816
091916,1474341201.68842,lace2,school_02,school_01,linear regression,RMSE,2.2456979610599577
091916,1474341201.688809,lace2,school_02,school_01,decision tree,RMSE,2.5748067169458815
091916,1474341201.699165,lace2,school_02,school_02,linear regression,RMSE,1.674892651089618
091916,1474341201.699587,lace2,school_02,school_02,decision tree,RMSE,1.9795248213949019
091916,1474341203.163556,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341203.163973,org,school_01,school_01,decision tree,RMSE,1.9635568633364189
091916,1474341203.19329,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341203.193699,org,school_01,school_02,decision tree,RMSE,2.3166067138525404
091916,1474341203.221296,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341203.22171,org,school_02,school_01,decision tree,RMSE,2.7835495591327537
091916,1474341203.249916,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341203.250326,org,school_02,school_02,decision tree,RMSE,2.0664874474262773
091916,1474341203.261531,lace1,school_01,school_01,linear regression,RMSE,1.6389099742936
091916,1474341203.26192,lace1,school_01,school_01,decision tree,RMSE,1.8125079821024748
091916,1474341203.27302,lace1,school_01,school_02,linear regression,RMSE,1.9256692752344331
091916,1474341203.273408,lace1,school_01,school_02,decision tree,RMSE,2.2892664197818351
091916,1474341203.284808,lace1,school_02,school_01,linear regression,RMSE,2.1742638715100391
091916,1474341203.2852,lace1,school_02,school_01,decision tree,RMSE,2.3293616992485142
091916,1474341203.296477,lace1,school_02,school_02,linear regression,RMSE,1.6980031827950128
091916,1474341203.296865,lace1,school_02,school_02,decision tree,RMSE,1.8176093374825362
091916,1474341203.305022,lace2,school_01,school_01,linear regression,RMSE,1.6691584582673087
091916,1474341203.30541,lace2,school_01,school_01,decision tree,RMSE,1.8668650688213075
091916,1474341203.313583,lace2,school_01,school_02,linear regression,RMSE,1.9259258733108824
091916,1474341203.313972,lace2,school_01,school_02,decision tree,RMSE,2.263232692902394
091916,1474341203.322644,lace2,school_02,school_01,linear regression,RMSE,2.2718217709660271
091916,1474341203.323042,lace2,school_02,school_01,decision tree,RMSE,2.778888666755511
091916,1474341203.331626,lace2,school_02,school_02,linear regression,RMSE,1.6907670413139733
091916,1474341203.332016,lace2,school_02,school_02,decision tree,RMSE,2.4698178070456938
091916,1474341204.812903,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
091916,1474341204.813329,org,school_01,school_01,decision tree,RMSE,2.0046242836298571
091916,1474341204.842115,org,school_01,school_02,linear regression,RMSE,1.8429092754093235
091916,1474341204.842524,org,school_01,school_02,decision tree,RMSE,2.3021728866442674
091916,1474341204.871741,org,school_02,school_01,linear regression,RMSE,2.2583675667203553
091916,1474341204.87216,org,school_02,school_01,decision tree,RMSE,2.7628487713469467
091916,1474341204.900707,org,school_02,school_02,linear regression,RMSE,1.663345705874592
091916,1474341204.901122,org,school_02,school_02,decision tree,RMSE,2.055705700222171
091916,1474341204.912388,lace1,school_01,school_01,linear regression,RMSE,1.7219774487184212
091916,1474341204.912779,lace1,school_01,school_01,decision tree,RMSE,1.7648837964055353
091916,1474341204.924067,lace1,school_01,school_02,linear regression,RMSE,1.966888979017569
091916,1474341204.924456,lace1,school_01,school_02,decision tree,RMSE,2.2043727586910657
091916,1474341204.935825,lace1,school_02,school_01,linear regression,RMSE,2.2062900122301543
091916,1474341204.936216,lace1,school_02,school_01,decision tree,RMSE,2.5618280510141509
091916,1474341204.947944,lace1,school_02,school_02,linear regression,RMSE,1.7417577521964105
091916,1474341204.948332,lace1,school_02,school_02,decision tree,RMSE,2.0321490175746537
091916,1474341204.956952,lace2,school_01,school_01,linear regression,RMSE,1.6962507040360715
091916,1474341204.957339,lace2,school_01,school_01,decision tree,RMSE,1.8993176162525864
091916,1474341204.965116,lace2,school_01,school_02,linear regression,RMSE,1.8950335515408812
091916,1474341204.965505,lace2,school_01,school_02,decision tree,RMSE,2.3182049249525103
091916,1474341204.974652,lace2,school_02,school_01,linear regression,RMSE,2.3453326081763812
091916,1474341204.975044,lace2,school_02,school_01,decision tree,RMSE,2.5841396591085743
091916,1474341204.984008,lace2,school_02,school_02,linear regression,RMSE,1.7491274743099314
091916,1474341204.984402,lace2,school_02,school_02,decision tree,RMSE,2.2607766610417559
091916,1474341206.459126,org,school_01,school_01,linear regression,RMSE,1.6084691253759129
